Molecule ChEMBL ID,Smiles,Actual pChEMBL,Predicted pChEMBL,Residuals,Leverage,Ipc,BCUT2D_CHGLO,SMR_VSA9,BCUT2D_LOGPHI,VSA_EState4,AvgIpc,PEOE_VSA3,VSA_EState8,MaxPartialCharge
CHEMBL4226448,COc1ccc(-c2ccc3ncnc(N[C@H]4CCN(C(=O)c5ccco5)C4)c3c2)cn1,8.26,8.110082118236972,0.14991788176302734,0.0021025594473652637,28027270.550733153,-2.1692978708505293,17.00689131982936,2.2822693195093793,2.846642261059129,3.513406216229926,14.951935562841626,1.260023716338617,0.28911653507078555
CHEMBL3704726,Cc1nc(-c2cn3c(n2)-c2cc([C@@H](C)N4CCN(C(C)(C)CO)CC4)c(F)cc2OCC3)n(C(C)C)n1,8.26,8.481209384920646,-0.22120938492064646,0.005541616776001074,217488019.70902684,-2.4447744260489173,28.655700315829215,2.3816907153417946,1.920604591338792,3.431989553758503,19.040175024714422,16.627418561651716,0.17839864522862334
CHEMBL4791717,Cc1c([C@H](C)Nc2nc(N)nc(N)c2C#N)c(-c2ccccc2)c(=O)n2cc(F)ccc12,8.25,8.22745395739348,0.02254604260651938,0.003639530465062883,14659057.255478622,-2.2288643125620973,17.196124296186266,2.3289017854690544,14.384722654822383,2.758226338028758,4.39041504767482,3.698825349584278,0.2629249487596568
CHEMBL3704684,Cc1nc(-c2cn3c(n2)-c2cc(C(=O)N4CCN(C(C)(C)CO)CC4)c(F)cc2OCC3)n(C(C)C)n1,8.25,8.396439117647057,-0.14643911764705742,0.0038631739767762737,217488019.70902684,-2.4274656656295286,28.655700315829215,2.360347750705288,0.8646545724423453,3.431989553758503,19.040175024714422,12.893055139196207,0.2564445453444956
CHEMBL1922093,Cc1c(CN2CCN(C(=O)CO)CC2)sc2c(N3CCOCC3)nc(-c3cnc(N)nc3)nc12,8.25,8.141561948915585,0.10843805108441451,0.0017080842967530194,83519007.10020892,-2.3384258659827406,11.387855989696924,2.376312110349603,8.47782856250657,3.190975388706416,19.935914083788834,8.15387570178258,0.2478638406964487
CHEMBL1914742,CC(C)N1CCN(c2cnc3ccc(-c4cnc(Cl)c(NS(=O)(=O)c5ccc(F)cc5)c4)cc3n2)CC1,8.25,8.153550515731471,0.09644948426852906,0.0027105513460243943,215376222.3074118,-2.369146311192264,11.126902983393991,2.301208749816182,3.0411434778766355,2.892547565331676,22.77616907389817,8.136871219072813,0.2614945186390028
CHEMBL2165495,CN(C)C1CCN(Cc2cc3nc(-c4c[nH]c5ccccc45)nc(N4CCOCC4)c3s2)CC1,8.25,8.058739992287867,0.19126000771213292,0.0020602214308443646,137256798.93383554,-2.344345399043201,11.387855989696924,2.3636315312712055,3.2284459224560798,3.4778972003727904,9.967957041894417,6.514762355423915,0.16388373488601954
CHEMBL5204818,CCC(=O)N1CC[C@H](Nc2ncnc3sc(-c4cnc(OC)c(OC)c4)cc23)C1,8.24,7.870711911835395,0.36928808816460545,0.001957462994742166,6757796.278316159,-2.163800876597706,22.07009885511757,2.3747545402049632,0.9279481611795827,3.400595639636782,14.951935562841626,3.381431249085947,0.2562281775173325
CHEMBL5203122,C[C@H](Nc1nc(N)nc(N)c1C#N)c1nn(-c2ccncc2)c2cc(F)ccc12,8.24,8.31496992339318,-0.07496992339317998,0.002139285819363262,4787891.378575516,-2.1453687810902897,11.756607587475836,2.2970262677442426,13.50481572843291,3.0689172005401595,9.072217982820003,1.8449039430587049,0.22352080837956026
CHEMBL4791401,CCc1nc2ccccc2n1-c1nc(N2CCOCC2)c2sc(CN3CCN(C4CCC(O)CC4)C(=O)C3)cc2n1,8.24,8.42156910285133,-0.18156910285133065,0.0021427251280322426,4697470539.7254305,-2.4073700668293543,5.948339280986494,2.349432416799059,2.8872061115854675,3.5818170091347685,9.967957041894417,7.8084330133741044,0.23777039321824645
CHEMBL3946385,COCCOCCOCC#Cc1cccc2nc(Cn3nc(-c4cccc(O)c4)c4c(N)ncnc43)n(Cc3ccccc3F)c(=O)c12,8.24,8.04450809341679,0.1954919065832108,0.002710206320572006,81535156102.6803,-2.150107091176945,28.84775995754065,2.316316280133698,8.525904573581172,3.45587755931927,24.024153545661626,1.7904943018636228,0.2625265655833965
CHEMBL1914726,O=S(=O)(Nc1cc(-c2ccc3nccc(-c4cccnc4)c3c2)cnc1Cl)c1ccc(F)cc1,8.23,8.206646653752818,0.023353346247182216,0.0020345669874791625,63134432.294676825,-2.119953505739972,22.253805966787983,2.329140488806937,4.306286825577282,2.8519342596331434,17.792190552950963,0.0,0.2614945186389546
CHEMBL2216872,COc1ccc(NC(=O)c2c(C)oc3ncn(CC(C)C)c(=O)c23)cc1,8.23,7.530162103174614,0.699837896825386,0.0034234677947355173,757097.0260449044,-2.0817460969388866,5.749511833283905,2.2285241940690295,0.7038781132287635,2.944848638016369,4.9839785209472085,6.185996543176621,0.26495177482273424
CHEMBL4751779,C[C@H](Nc1nc(N)nc(N)c1C#N)c1c(-c2ccccc2)c(=O)n2cc(F)ccc2c1C1CC1,8.23,8.080820871535881,0.14917912846411951,0.005048098162945506,90781343.02172746,-2.2434579380913244,17.196124296186266,2.4695723660820947,15.04036770605275,3.644440180106366,4.39041504767482,1.891627456538171,0.2629256509272201
CHEMBL4535169,COc1ccc(Cn2c(=O)n(C)c3c4cc(-c5cnc(OC)c(NS(=O)(=O)C6CC6)c5)ccc4ncc32)cc1,8.23,8.192734591595121,0.03726540840487935,0.003622561171155445,1262639328.068108,-2.1258833512940076,22.75640315311327,2.3492527543038006,4.814196131517301,3.7806236791228143,18.19631268934797,0.38883159473048745,0.3287216854121887
CHEMBL3643416,COc1ncc(N2CCc3ncnc(N[C@H]4CCN(C(=O)C5CCN(C(C)=O)CC5)C4)c3C2)cc1C(F)(F)F,8.22,8.221339870777378,-0.0013398707773770724,0.002546399792953921,652602671.2902199,-2.3257376619688572,5.879988336435371,2.3786754967841732,1.1061203223983338,3.4003787279545787,14.951935562841626,4.776397412110816,0.42116890950213764
CHEMBL4434830,Nc1ncnn2c(-c3cccc(C(=O)N4CCCC4)c3)cc(-c3ccnn3C3CCOCC3)c12,8.22,8.245510603779042,-0.025510603779041574,0.0026634411249637046,160480671.02704322,-2.237482507223586,22.514758973090913,2.365047032745368,11.443917887517726,3.64128598000131,9.499376414562832,3.1032463652499866,0.253372060128841
CHEMBL1914727,O=S(=O)(Nc1cc(-c2ccc3nccc(-c4ccncc4)c3c2)cnc1Cl)c1ccc(F)cc1,8.22,8.184360626816783,0.035639373183217415,0.0020229686218150886,63134432.294676825,-2.1203046003553827,22.253805966787983,2.329752708557523,4.3945655726439075,2.8519342596331434,17.792190552950963,0.0,0.2614945186389546
CHEMBL1290744,COc1ccc(Nc2cc(-c3cccc(O)c3)nc(N3CCOCC3)n2)cn1,8.22,7.799713704027451,0.4202862959725495,0.00292585762937035,3581517.6912829718,-2.270528143669808,22.886879656264732,2.2711437757089614,2.3180226366513343,2.745956177840302,9.967957041894417,2.7458312140837253,0.22754204202447265
CHEMBL4471824,CN(C)Cc1cccc(-c2cc(-c3ccnn3C3CCC(F)(F)CC3)c3c(N)ncnn23)c1,8.22,7.979354777023841,0.24064522297615998,0.0024372514546764615,41125759.15659872,-2.289559366474865,22.514758973090913,2.411868019845373,11.75434936232401,3.3887665559592834,18.280206509912468,0.8196552316137937,0.24786341273530674
CHEMBL3919299,Cc1ncc(F)cc1-n1c([C@H](C)Nc2nc(N)nc(N)c2C#N)nc2cccc(Cl)c2c1=O,8.22,8.414603233125506,-0.19460323312550543,0.0022973002645843526,20309250.49996876,-2.2127656017728268,11.756607587475836,2.2701190618387965,11.885349525931689,2.7491490318426774,9.374393568622029,3.3252451076594296,0.2671152543784189
CHEMBL1233882,CC(C)n1nc(-c2ccc3ncccc3c2)c2c(N)ncnc21,8.22,7.629612221109111,0.5903877788908893,0.002265089642651099,319519.1459498873,-2.049210867199596,11.257379486545457,2.321556495777301,9.599819328966154,2.955473041132607,14.6497599770396,4.136568510120098,0.16371265591729006
CHEMBL2165508,CC(C)(C(N)=O)N1CCN(Cc2cc3nc(-c4c(F)cc(F)c5[nH]ccc45)nc(N4CCOCC4)c3s2)CC1,8.22,8.327280627791515,-0.10728062779151415,0.0020681307404942515,963411945.2344656,-2.416916909394423,11.387855989696924,2.376010399648524,6.08788864454666,3.5625354002115572,18.748787137244058,10.086432358785391,0.23687600750099688
CHEMBL2171936,CN(C)c1nc2ccccc2n1-c1nc(N2CCOCC2)c2nc(CN3CCC(C(C)(C)O)CC3)n(C)c2n1,8.22,8.280140122948076,-0.06014012294807536,0.001908991867362989,905296167.2991573,-2.370895419168491,5.948339280986494,2.315899226428771,2.861669160282748,3.4657080169372785,14.53505668968577,9.304829652300931,0.24069917391990675
CHEMBL4174988,Cc1cccc(S(=O)(=O)Nc2cc(-c3sc(NC(=O)[C@@H](N)C(C)C)nc3C)cnc2Cl)c1,8.22,8.204459007417901,0.015540992582099733,0.002555345982174347,9410136.397034718,-2.1320254387560142,10.440598685398296,2.353817033167957,8.117101571900974,3.0830445482126523,18.385754026223353,7.322613181459642,0.26150106509028326
CHEMBL4447963,Cc1nc(NC(=O)CN)sc1-c1cnc(Cl)c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)c1,8.22,8.067318293006561,0.1526817069934392,0.0020202005738370484,8678587.434748456,-2.1892250388493286,10.440598685398296,2.353984078102545,7.660480636423385,3.0839874611768168,18.385754026223353,7.789924901524152,0.2614913594759592
CHEMBL3920883,C[C@H](Nc1nc(N)nc(N)c1Cl)c1nc2c(F)ccc(Cl)c2c(=O)n1-c1ccc(N)nc1,8.22,7.7990890777188016,0.4209109222811991,0.004511533926908779,12543804.371403825,-2.2069596457515868,5.687386274683562,2.2989939155987065,16.643435661016483,2.743206253532682,14.358372089569237,1.6687566137566137,0.26721604166874935
CHEMBL2171938,CCc1nc2ccccc2n1-c1nc(N2CCOCC2)c2nc(CN3CCN(S(C)(=O)=O)CC3)n(C)c2n1,8.22,8.253395807000004,-0.03339580700000333,0.0019203361754257086,638127244.0555818,-2.323511030605042,5.948339280986494,2.2852585328117723,3.425144830953294,3.4557111018867896,18.385754026223353,7.722099325665239,0.239267693285595
CHEMBL3643387,COc1ncc(N2CCc3ncnc(O[C@H]4CCN(C(=O)c5oc(C)nc5C)C4)c3C2)cc1C(F)(F)F,8.22,7.94723546798247,0.2727645320175309,0.002672030703798367,244444287.30714977,-2.3099196316860837,11.759976672870742,2.3800593912119656,1.3856618819978486,3.477649767248099,19.935914083788834,4.95106448270655,0.42116890950219654
CHEMBL1914736,O=S(=O)(Nc1cc(-c2ccc3ncc(NCCN4CCOCC4)nc3c2)cnc1Cl)c1ccc(F)cc1,8.22,8.114770644097495,0.10522935590250526,0.0016873180276065368,259912803.37102658,-2.2601723334477515,11.126902983393991,2.2973855008532102,2.9040330199333306,2.9014529297339844,22.776169073898174,4.979128628997598,0.2614945186390028
CHEMBL2216855,O=C1NC(=O)/C(=C/c2ccc3ncnc(N4CCC(C(F)(F)F)CC4)c3n2)S1,8.22,7.441484722222223,0.7785152777777773,0.0032381689960043285,2430904.2598626995,-2.332987883378134,0.0,2.3568780726889225,1.4192736809229873,2.9730158646945655,14.951935562841626,0.4366001998442468,0.39145162466955147
CHEMBL2171929,Cc1c(-c2ccccn2)nc2cc(F)ccc2c1N1CC(C)(C)c2ncc(N3CCOCC3)cc21,8.22,7.914190856154936,0.30580914384506475,0.004674647688236684,145541008.47945932,-2.298347041863933,11.387855989696922,2.479233670069315,7.319002643355324,3.1422865254803543,9.374393568622029,10.448399129694364,0.12490418472605012
CHEMBL3643399,COc1ncc(N2CCc3ncnc(O[C@H]4CCN(C(=O)c5cn(C)cn5)C4)c3C2)cc1C(F)(F)F,8.22,7.991815977193113,0.22818402280688765,0.002911530451978375,173701623.63454604,-2.309928224958158,11.759976672870742,2.3795863869148994,1.2542813687392556,3.5157418274348773,19.935914083788834,1.6360185542931274,0.42116890950219654
CHEMBL496940,CC1(C)Cc2nc(N3CCOc4ccc(Nc5ccc(-c6ccccc6)nn5)cc43)sc2C(=O)N1,8.22,7.821028960980505,0.3989710390194956,0.0014919606840678068,155521732.75051373,-2.29484384130532,17.00689131982936,2.4169645734442864,4.167949854851087,3.276543344918114,4.9839785209472085,5.237912293984433,0.26328718926964967
CHEMBL3919111,N#Cc1c(N)ncnc1N[C@@H](CCOCc1ccccc1)c1nn2ccc(C#N)c2c(=O)n1-c1cc(F)cc(F)c1,8.22,8.011585266787362,0.20841473321263848,0.0024591832561494213,2002947840.296476,-2.2311543772814857,17.82582890026811,2.263736046984033,5.84440237254236,3.3805994975675118,23.26418503085968,0.448933345861557,0.2834138136898429
CHEMBL3972344,C[C@H](Nc1nc(N)nc(N)c1C#N)c1nc2c(Cl)cccc2c(=O)n1-c1cccnc1,8.22,8.276298282616061,-0.05629828261606029,0.0026883166705856227,10041161.608606957,-2.2044719273528335,11.756607587475836,2.2634011233328417,12.09085678651711,2.743115033756889,4.9839785209472085,1.7569085411942555,0.26563592659731744
CHEMBL3112867,C[C@@H]1Cc2ccccc2N1C(=O)Cc1nc(N2CCOCC2)cc(=O)[nH]1,8.22,7.696377911532915,0.5236220884670857,0.0016886271536340517,1295622.8494420368,-2.2759674899819853,0.0,2.3166365734827568,1.896030832660072,2.9743407930257963,4.9839785209472085,4.661321258484303,0.2524955988124059
CHEMBL4868988,CCC(=O)N1CC[C@H](Nc2ncnc3c2nc(-c2cnc(OC)c(C)c2)n3C)C1,8.22,7.791399140485138,0.42860085951486226,0.0015215492376657543,5764419.215570868,-2.1616087142455056,17.267844326132295,2.281653305881893,3.2709805970151886,3.327859976544374,19.935914083788834,5.290383931373627,0.22185862912973459
CHEMBL2216885,C[C@H](Nc1ncnc2[nH]cnc12)c1nc2ccsc2c(=O)n1-c1ccccc1,8.22,7.88423476594632,0.33576523405368075,0.0021091531681832845,6097951.28635391,-2.1904326632507662,5.687386274683562,2.243540864450493,2.665192552457164,3.380992486326726,19.935914083788834,1.9444557823129252,0.275625993920988
CHEMBL1914724,O=S(=O)(Nc1cc(-c2ccc3nccc(N4CCN(Cc5ccncc5)CC4)c3c2)cnc1Cl)c1ccc(F)cc1,8.22,8.1344805046805,0.08551949531950065,0.0014267319052508622,2400746511.0287457,-2.362150442657942,11.126902983393991,2.331700480557778,4.872604162502348,2.987140673895169,17.792190552950963,4.529641674177316,0.26149451863895473
CHEMBL4761019,CCc1nc2ccccc2n1-c1nc(N2CCOCC2)c2sc(CN3CCN(CC(N)=O)CC3=O)cc2n1,8.21,8.155260451351152,0.05473954864884867,0.0018114832130946084,739460774.9104936,-2.3287591806221672,5.948339280986494,2.345732913437972,8.060949842053676,3.5016705815660125,9.967957041894417,6.8642994383732905,0.23777039571776476
CHEMBL4743060,CCc1nc2ccccc2n1-c1nc(N2CCOCC2)c2sc(CN3CCN(C4CCOCC4)CC3=O)cc2n1,8.21,8.225962422957176,-0.015962422957175093,0.0022548431815676544,3374525721.73749,-2.395786325338575,5.948339280986494,2.347766560788056,2.8704422193457035,3.5900612221123045,9.967957041894417,9.399206281435625,0.23777039571776476
CHEMBL3948730,CC(C)Oc1ccc(-c2nn([C@@H](C)c3oc4ccc(F)cc4c(=O)c3-c3cccc(F)c3)c3ncnc(N)c23)cc1F,8.21,7.21800364256885,0.9919963574311508,0.0023459690509538226,3093776983.9241347,-2.170735394214582,28.13379430322335,2.370293531585357,7.101696784271711,3.3460441060586446,27.821005120064058,5.300092629063505,0.20047547544547326
CHEMBL5218681,N#Cc1c(N)nc(N)nc1N1CC2(CC2)C[C@H]1c1nc2cccc(Cl)c2c(=O)n1Cc1ccc(C(=O)NO)cc1,8.21,8.06536914682542,0.14463085317458102,0.008766504588792499,1490780936.5301898,-2.281899669099718,6.069221312792274,2.5895203753713836,14.840382760323875,3.590878859642413,10.464075119068411,0.7326531856775339,0.27413368616262274
CHEMBL4440218,COc1ccc(Cn2c(=O)n(C)c3c4cc(-c5cnc(OC)c(NS(=O)(=O)C(C)C)c5)ccc4ncc32)cc1,8.21,8.282386090755553,-0.07238609075555225,0.0019035705785985508,561518696.9664658,-2.1432449427188693,22.75640315311327,2.3239718583313107,4.704327993979958,3.1741290884895896,18.19631268934797,3.575633529497203,0.3287216854121887
CHEMBL3704678,Cc1nc(-c2cn3c(n2)-c2ccc(OC4(c5ccccc5)CN(C(C)C)C4)cc2OCC3)n(C(C)C)n1,8.21,8.527877083333351,-0.3178770833333502,0.005455951574338805,279694192.8758959,-2.5142774780603077,34.40521214911312,2.4132342862140272,2.6114988429365553,3.409024007680347,14.6497599770396,13.561397453554617,0.17839864522205784
CHEMBL4169697,Cc1nc(NC(=O)[C@@H](N)C(C)C)sc1-c1cnc(Cl)c(NS(=O)(=O)c2c(F)cccc2F)c1,8.21,7.932020419758524,0.2779795802414773,0.002785708211831914,13556631.665826276,-2.1322100621354223,10.440598685398296,2.3564730219220826,6.626098111109455,3.0789170025305803,27.166584121572996,5.326261954880367,0.26736186290286507
CHEMBL4064748,Cc1csc2cc([C@H](C)Nc3ncnc(N)c3C#N)c(-c3cccc(CN(C)CCCCN4C[C@@H](C)O[C@@H](C)C4)c3)c(=O)n12,8.2,8.345227493149107,-0.14522749314910754,0.004086626990688856,6186704303.171806,-2.349201058968835,17.196124296186266,2.317423623376852,10.417838735144043,3.3537968210919087,9.967957041894417,13.110042478603074,0.26369701653254884
CHEMBL4435246,COc1ncc(C2=CCOCC2)cc1NS(=O)(=O)c1cn(Cc2ccccc2)c(C)n1,8.2,7.851944803207233,0.34805519679276653,0.0010218873853973206,13735131.495044688,-2.1567950794348456,5.879988336435371,2.2971136980636957,3.2113797615970454,3.157884794992286,9.967957041894417,3.464010632445028,0.2806327656033863
CHEMBL4437468,CC(=O)N(C)C1CCN(Cc2cc3nc(-c4cnc(N)nc4)nc(N4CCOCC4)c3s2)CC1,8.2,7.961983284813403,0.23801671518659617,0.001431920110350712,80955231.57846664,-2.3572424907868035,11.387855989696924,2.349077282336112,7.351396812831936,3.264155381434613,19.935914083788834,7.4491541590906865,0.21944652777974208
CHEMBL4590897,CN(C1CCCN(Cc2cc3nc(-c4cccc5[nH]ccc45)nc(N4CCOCC4)c3s2)C1)S(C)(=O)=O,8.2,8.024247547140616,0.175752452859383,0.0021116834473228338,432015231.55492276,-2.35854147039369,11.387855989696924,2.3639645939016267,3.046554900569116,3.5404214975183073,22.69097001751959,5.4668035485735835,0.21074546170892905
CHEMBL2322340,Oc1cc(N2CCOCC2)nc2c(Cc3cccc(Cl)c3Cl)c(C(F)(F)F)nn12,8.2,7.903335423265483,0.29666457673451596,0.003590400248642611,3859479.7291885237,-2.2741476620869823,5.879988336435371,2.3700133969457244,-1.0045955372889892,3.0552905839942337,4.9839785209472085,1.952376112226852,0.43505218572848625
CHEMBL3622533,COc1ccc(-c2nc(N3CCOCC3)c3sc(CN(C)c4ncc(C(=O)NO)cn4)cc3n2)cn1,8.2,8.007725205872548,0.1922747941274512,0.0023856695687860738,241802289.20677963,-2.2791162229683715,17.26784432613229,2.3485420154771655,3.394150678928347,3.345358374511837,30.399989202857242,3.331270160358069,0.27727553461172455
CHEMBL4755371,CCc1nc2ccccc2n1-c1nc(N2CCOCC2)c2sc(CN3CCN(CC4CC4)CC3=O)cc2n1,8.2,8.291563244906229,-0.09156324490622936,0.0019293468395260905,1158205627.3152866,-2.3368325765616214,5.948339280986494,2.350647301966247,2.8927847265180247,3.5290492767796398,9.967957041894417,9.07462024603125,0.23777039571776476
CHEMBL4099101,Cc1csc2cc([C@H](C)Nc3ncnc(N)c3C#N)c(-c3cccc(OCCN(C)C)c3)c(=O)n12,8.2,8.030591906736204,0.16940809326379558,0.00147076661998607,72819294.49587953,-2.1992923572961276,22.94563612947017,2.323722947788226,8.88173139333944,3.196763839916857,9.967957041894417,5.155983371869083,0.26369917515041197
CHEMBL4580111,CC(=O)N(C)C1CCN(Cc2cc3nc(-c4cccc5[nH]ccc45)nc(N4CCOCC4)c3s2)C1,8.2,7.924417856520919,0.27558214347908017,0.0017821213894904596,211904360.78709805,-2.2797026936177693,11.387855989696924,2.3638400210844916,3.1318882293767834,3.6234860122826302,9.967957041894417,7.514041208404701,0.21897966658888682
CHEMBL4591557,N#Cc1c(N)ncnc1N1CCC[C@H]1c1nc2cccc(F)c2c(=O)n1C1CCCC1,8.2,7.863225793567511,0.3367742064324881,0.00219148377241271,22349508.978514127,-2.2944679607527547,6.069221312792274,2.389635690811245,6.15097337960794,3.4524960826074764,19.342350610516448,0.6503224993701183,0.2641933535612733
CHEMBL5077792,CC(=O)Nc1nc(C)c(-c2cc3c(c(S(=O)(=O)Nc4ccc(CN(C)C)cc4)c2)C(=O)N([C@@H](C)C2CC2)C3)s1,8.2,8.044024490852536,0.1559755091474635,0.001775956995436862,505015126.52847064,-2.2364626078101146,10.440598685398296,2.4218346892973273,3.709447326960996,3.5683124587075286,13.401775505276145,6.365920046785701,0.2622279246809629
CHEMBL2152770,CC(C)(O)C1CCN(Cc2ccc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3n2)CC1,8.2,8.258383950680837,-0.058383950680838126,0.0021749054970891684,278595341.4459366,-2.37211058375713,11.387855989696924,2.315943219163348,4.000602685573076,3.3758715788972635,14.951935562841626,9.466033532489263,0.162542267328802
CHEMBL4538734,COCC(=O)N(C)C1CCN(Cc2cc3nc(-c4cnc(N)nc4)nc(N4CCOCC4)c3s2)C1,8.2,7.808035614543591,0.3919643854564079,0.001092587339311826,147361065.8297009,-2.278967768832763,11.387855989696924,2.3499704642921286,7.311494979798665,3.5063100234651934,19.935914083788834,5.637419774345568,0.2480850101085383
CHEMBL5091498,CNS(=O)(=O)c1cc(-c2sc(Nc3ccc(C(=O)NCCCN(C)C)cn3)nc2C)cc2c1C(=O)N([C@@H](C)C1CC1)C2,8.2,8.280554497354496,-0.08055449735449649,0.002458962475972458,2523457533.004171,-2.235966919886174,10.440598685398296,2.420392554901161,2.8407816789823546,3.675641665538059,23.10784889067544,5.76666423156094,0.2556351667891826
CHEMBL4534127,CN(C1CCN(Cc2cc3nc(-c4cnc(N)nc4)nc(N4CCOCC4)c3s2)C1)S(C)(=O)=O,8.2,8.005071594264368,0.19492840573563086,0.0031351896852691865,69184076.6843551,-2.2789316384864486,11.387855989696924,2.350458406210536,7.245149611491211,3.447894739472286,32.658927059414005,5.1726914944533435,0.21944652777974208
CHEMBL4167702,COc1ncc(N2CCOCC2)cc1S(=O)(=O)Nc1ccnc(-c2ccc(CN3CCN(C(C)C)CC3)cc2F)c1,8.2,8.234444045230783,-0.03444404523078326,0.002922536917705363,1580852345.2849247,-2.3649593144214123,17.137367822980828,2.300220386559583,2.4259023152883343,2.9734831142841998,17.792190552950963,11.35872565927642,0.2668615605992505
CHEMBL2057368,CC(C)(C)NS(=O)(=O)c1cncc(-c2ccc3nc(NC(=O)NCCn4nnc(C5CC5)n4)nn3c2)c1,8.2,7.862261068824961,0.3377389311750383,0.002225400242200254,207465098.93607077,-2.199292585948902,11.126902983393991,2.3688165597310213,1.1472308839240417,3.4300023581896983,22.449826926468468,6.004148032966124,0.3212255030009376
CHEMBL4087086,C[C@@H]1CN(C)C[C@H](C)N1c1cccc(-c2cc(-c3ccnn3C3CCOCC3)c3c(N)ncnn23)c1,8.19,8.324722565899032,-0.13472256589903253,0.004234181263889143,294787130.3475087,-2.444917028445565,22.514758973090913,2.3754738186273325,12.607092760764056,3.4987806234708634,9.499376414562832,8.211542967384018,0.15156018319859887
CHEMBL3985833,C[C@H](Nc1nc(N)nc2[nH]cnc12)c1nn2cccc2c(=O)n1-c1ccccc1,8.19,7.849172284055276,0.34082771594472394,0.002390701283256391,8496956.79147446,-2.192864468727435,5.687386274683562,2.231657900493424,7.962787846773237,3.374014749119448,9.499376414562832,1.8961640211640212,0.28202758518997717
CHEMBL4754382,C[C@H](Nc1ncnc(N)c1C#N)c1nc2ccc(F)cc2n1-c1cncc(F)c1,8.19,8.049039750370053,0.1409602496299467,0.002230582418167061,4747087.849459712,-2.1722491112529068,11.756607587475836,2.2836868834778246,7.176260672631977,3.066831956908618,23.73276565819127,1.7780253212396069,0.14967035581612684
CHEMBL3704708,Cc1nc(-c2cn3c(n2)-c2ccc(-c4cnc(C)n4C4CCCN(C(C)C)C4)cc2OCC3)n(C(C)C)n1,8.19,8.344747777777807,-0.15474777777780702,0.007167169469290444,591393182.9370773,-2.366904028930815,39.91307980237467,2.381879964646455,4.113818097548535,3.5777338885164984,19.633738497986812,16.391948532969792,0.17839864522177373
CHEMBL4072625,CC(=O)N1CCN(c2cccc(-c3cc(-c4ccnn4C4COC4)c4c(N)ncnn34)c2)CC1,8.18,8.25052164581339,-0.07052164581338971,0.002486468595805988,93192372.20638111,-2.3536122671824766,22.514758973090913,2.366574349785763,12.102780542208858,3.435753676055243,9.499376414562832,6.008214153332609,0.2190666414205858
CHEMBL1083810,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4ccc(N)nc4)nc(N4CCOCC4)c3s2)CC1,8.18,7.921757662823899,0.25824233717610046,0.0016263171387246446,42630877.01224597,-2.3236232353841806,11.387855989696924,2.347460422187149,7.487848785296535,3.213331017710718,23.36973254717056,6.156383598787654,0.2107895621217177
CHEMBL3976777,N#Cc1c(N)ncnc1N1CCC[C@H]1c1nn2cccc2c(=O)n1-c1ccccc1,8.18,7.884477786252516,0.2955222137474838,0.0013587262004039744,15498727.223031333,-2.274511218764724,11.756607587475836,2.36417618968384,7.238252208316243,3.4343378724305347,14.48335493551004,0.6708093978332073,0.28202782120936215
CHEMBL4449091,COc1ncc(-c2ccc3ncnc(N[C@H]4CCN(C(C)=O)C4)c3c2)cc1NS(C)(=O)=O,8.17,7.959672796401681,0.21032720359831902,0.001425580709449101,16663264.04185578,-2.1653770492231743,17.00689131982936,2.316388512607155,2.5465517965205438,3.213880635601854,23.369732547170564,2.9195091734530765,0.23760844992843566
CHEMBL5414087,COc1ccc(-c2nn(C(C)c3nn(-c4cccnc4)c4cc(Cl)ccc34)c3ncnc(N)c23)cc1C,8.17,8.143753034698392,0.026246965301607972,0.0024066010779759998,454721837.9123881,-2.110695866328309,22.694277594512922,2.3622846174472802,12.090649146018094,3.4849115398601556,19.331562912184786,4.031847021499383,0.1641027434767674
CHEMBL5219509,N#Cc1c(N)nc(N)nc1N1C[C@@H](OC(=O)NCc2ccc(C(=O)NO)cc2)C[C@H]1c1nc2cccc(Cl)c2c(=O)n1-c1ccccc1,8.17,8.360465840407342,-0.1904658404073416,0.005201260822731072,64949570484.73662,-2.2771997417965038,11.756607587475836,2.3917557678763814,14.8960985299357,3.50049451415475,15.258612303140232,0.1147699523217176,0.40724031011007233
CHEMBL4874239,COc1ncc(-c2cc(OC3CN(C(=O)C4CC4)C3)cc3c2CNC3=O)cc1NS(C)(=O)=O,8.17,8.065950365130876,0.10404963486912422,0.003480915314754416,32405929.774770677,-2.3885119445205842,22.756403153113265,2.374238929857658,2.796399143918345,3.5187608773630754,13.401775505276145,1.401466152085515,0.2515559660296802
CHEMBL4060396,CC[C@H](Nc1nc(N)nc(N)c1C#N)c1nc2cccc(C#CCCCC(=O)N3CCCC3)c2c(=O)n1-c1ccccc1,8.17,8.138665914416432,0.03133408558356798,0.004901793037177368,5981492161.499286,-2.2264214181934316,23.597476225187123,2.2743787731839222,13.224795840328387,3.5506089049671092,4.9839785209472085,3.621247727319928,0.26680528150028987
CHEMBL4457688,CCOC(=O)CN1CCC[C@H](Nc2ncnc3ccc(-c4cnc(OC)c(C(F)(F)F)c4)cc23)C1,8.17,7.964827693446744,0.2051723065532558,0.0041559314110379405,62712029.86804851,-2.323691174957863,17.006891319829364,2.375599579978832,0.5590737578113405,2.832418305061338,14.951935562841626,3.7940219975787746,0.4211137283839653
